Reference Number,Supplier Name,Value,Purchase Order Date,Description of Goods or Services,Local Authority Department
PO00054100,STANNAH LIFT SERVICES LTD,"5,438.00",29/09/2017,"Manton Road  - Supply and install a curved stair lift as per your quote ref: TS 46599. Please inform client of installation date in writing. DHIT587Req dated 28.9.17",Capital Housing Revenue Acc
PO00054105,INTERMEDICAL (UK) LIMITED,"16,094.28",29/09/2017,"Blood Pressure Monitoring EquipmentReq dated 15.9.17",Health and Adult Services
PO00054106,RUSSELL TREW LTD,"51,232.75",29/09/2017,"DRES Ref: 13629 - Sandling Rise - replacement of flat roof covering  - further to your tender submission dated 27th July 2017 and subsequent qualification/reduction email dated 7th August 2017, please carry out flat roof replacement all as described within the schedule of works prepared  by Carter Jonas LLP. revised cpontract sum 51,232.75 including 3000 contingency sum. req date 19.9.17",Capital Housing Revenue Acc
PO00054107,UNDERCOVER EVENTS LTD,"20,684.45",29/09/2017,"to supply infrastructure at the great get togetherreq date 21.9.17",Chief Executives
PO00054108,IMPROVEMENT AND DEVELOPMENT AGENCY(IDEA),"23,000.00",29/09/2017,"national graduate development programme for local government Associate cohortreq date 13.9.17",Chief Executives
PO00054109,CHP MANAGEMENT LTD,"80,620.00",29/09/2017,"Contract code: ecm_42835. DRES Ref: 13508.Units 1-8 Thistlebrook Industrial Estate - Quarterly rent in advance 29th Sept - 24th Dec 2017 as per invoice demand number 143681.Req dated 7.9.17",Regeneration Enterprise and Sk
PO00054110,HADLEY MACE LTD,"274,338.01",29/09/2017,"DRES Ref: 13628 Increase to PO00016884 by 1.4% in order to pay the final valuation for the Greenwich Community Centre cost contribution. Original PO Value was 19,650,000.00.Req dated 21.9.17",Modernisation
PO00054111,PETER BRETT ASSOCIATES LLP,"15,288.53",29/09/2017,"DRES ref: 13581 - purchase order to replace PO00052584 as the PO was raised with the incorrect project code, order is for value remaining on PO00052584PO00052584 was for contract code ECM_42830 DRES Ref: 12867 - Plumstead Library - to increase PO00046838 by 10%req date 12.9.17",Priority Investment Programme
PO00054114,XMA LIMITED,"6,622.00",29/09/2017,"5 x TASKalfa 3040idn for CR124463 Boyle House, CR36471 Charlton Assembly Rooms, CR144170 Trinity Centre, CR144322 The Forum & CR36468 The Woolwich Common Enterprise Centre @ 165.55 per qtr each (827.75 per qtr)RP05105",Chief Executives
PO00054115,CALDER INSULATIONS LIMITED (JR FOWLER A/,"8,760.00",29/09/2017,"190 Bexley Road - removal and disposal of suspended ceiling to the front of the shop. Removal and disposal of partition walls with textured coating to complete shop. Removal and disposal of all textured coating to brick wall kin shop using xtex gelreq date 1.8.17",Comm Safety and Environment
PO00054116,CALDER INSULATIONS LIMITED (JR FOWLER A/,"9,260.00",29/09/2017,"Lord Warwick Street - setting up delinerated correx floored route from laundry room. Removal/disposal of all mattresses and accumulated furnitre/load and waiting.to carry out an environmental clean of laundry room to allow access for survey to establish any further asbestos containing materialreq date 1.8.17",Comm Safety and Environment
,,"33,473,371.10",,,
