Reference Number,Supplier Name,Value,Purchase Order Date,Description of Goods or Services,Local Authority Department
PO00023816,CITY HEIGHTS(LONDON)LTD P WALKER A-F,"5,914.36",29/11/2014,"Lord Warwick Street Garages - remove existing solid brick wall and remove spol supply and fix clear vue fencing to party wall.",Housing Services HRA
PO00023816,CITY HEIGHTS(LONDON)LTD P WALKER A-F,775.11,29/11/2014,"Variation to PO00023816 originally raised for 5914.36. Additional service required with installation of temporary fencing, improvement to base fixings and side supports as agreed.",Housing Services HRA
PO00025363,OTIS T/A PDERS LTD,"222,989.43",06/10/2014,"Replacement of 12 Passenger Lifts. Refurbishment of 2 Passenger Lifts",Capital Housing Revenue Acc
PO00025363,OTIS T/A PDERS LTD,"1,083,724.57",06/10/2014,"Replacement of 12 Passenger Lifts. Refurbishment of 2 Passenger Lifts",Capital Housing Revenue Acc
PO00027513,RE-GEN (UK) CONSTRUCTION LTD,0.00,15/10/2014,Various Boroughwide - emergency electrical call out. electrical repairs and installation,Housing Services HRA
PO00027513,RE-GEN (UK) CONSTRUCTION LTD,"150,000.00",15/10/2014,Various Boroughwide - emergency electrical call out. electrical repairs and installation,Housing Services HRA
PO00028043,ARTHRITIS CARE,"13,000.00",09/12/2014,"Generic EPP courses. For the period of 1/4/2014 - 31/3/205 Arthritis Care",Adult and Older People
PO00029450,CITY HEIGHTS(LONDON)LTD P WALKER A-F,"87,320.00",02/12/2014,"Casterbridge Road - Water Penetration - Remedial Work to Brickwork",Capital Housing Revenue Acc
PO00029829,URS INFRASTRUCTURE & ENVIRONMENT UK LIMI,"551,426.00",15/10/2014,"Payment of professional fees to URS for providing consultancy services to deliver a masterplan for Charlton.",Regeneration Enterprise and Sk
PO00030451,INTEN LTD,"5,403.75",01/10/2014,"Aberford Gardens - to clear rubbish from site and supplying 13 skips and asbestos removal.",Housing Services HRA
PO00030452,ALFRED BAGNALL & SONS ( RESTORATION ) LT,"100,000.00",01/10/2014,West Area - Communal and External Decorations. ,Capital Housing Revenue Acc
PO00030453,TBS ADAPTATIONS LIMITED,"50,000.00",01/10/2014,"to provide repairs to various RBG residents disabled adaptations contract ref 2506 contract id 048019",Housing Services HRA
PO00030454,D CATCHESIDES LTD,"12,100.00",01/10/2014,"10 Priolo Road - to strip and renew all roof coverings
no scaffold required
",Housing Services HRA
PO00030455,JB SPECIALIST REFURBISHMENTS LIMITED,"147,905.42",01/10/2014,Orchard Estate Refurbishment - concrete repairs and associated works,Capital Housing Revenue Acc
PO00030475,THE KNOWLEDGE ACADEMY LIMITED,"3,790.00",01/10/2014,ITIL training for ICT and Customer Service staff - 10 x 379 ,Chief Executives
PO00030475,THE KNOWLEDGE ACADEMY LIMITED,"3,032.00",01/10/2014,ITIL training for ICT and Customer Service staff - 8 x 379 ,Chief Executives
PO00030475,THE KNOWLEDGE ACADEMY LIMITED,758.00,01/10/2014,ITIL training for ICT and Customer Service staff - 2 x 379 ,Chief Executives
PO00030476,OXFORD BROOKES ENTERPRISES LTD,"7,650.00",01/10/2014,"IPC Support to the production of promotional film - 12.75 days @ 600.00 per day. Promotional video for the Greenwich Integration Project GCC",Adult and Older People
PO00030480,CLEVELAND POTASH LTD,"33,000.00",01/10/2014,"1000 tonnes of 6mm road salt for 2014/15 winter gritting contract. Salt will be ordered on a call off basis price 33 per tonne",Housing Services
PO00030483,TUNSTALL HEALTHCARE (UK) LTD,"5,995.00",01/10/2014,"50 Lifeline Vi (UK) & My AImee PendantPlus 3 year Warranty",Adult and Older People
PO00030484,TUNSTALL HEALTHCARE (UK) LTD,"10,900.00",01/10/2014,"100 Lifeline Vi (UK) & My AImee PendantPlus 3 year Warranty",Adult and Older People
PO00030485,FREEWAY LIFT SERVICES LTD,"7,451.00",01/10/2014,"Install hoists as per quotes 0614180V, 0614181V and 0614182Vreq dated 13.8.14",Adult and Older People
PO00030497,UNDERCOVER EVENTS LTD,"14,407.40",02/10/2014,"hire of marquees and other equipment for the great get together and armed forces day on the 29th of June 2014",Chief Executives
PO00030531,MARTIN LEVER,"15,000.00",02/10/2014,specialist tobacco control expertise around niche and illegal tobacco,Adult and Older People
PO00030532,WOLSELEY UK LTD (VARIOUS SUPPLIES),"208,893.90",02/10/2014,"montlhy consolidated invoice for August 2014 contract id 020268",Chief Executives
PO00030545,OFFICE DEPOT UK LIMITED,"1,069.00",03/10/2014,TONER CARTRIDGE BLACK HP CE270A,Regeneration Enterprise and Sk
PO00030545,OFFICE DEPOT UK LIMITED,"1,737.10",03/10/2014,TONER CARTRIDGE CYAN HP CE271A,Regeneration Enterprise and Sk
PO00030545,OFFICE DEPOT UK LIMITED,"1,737.10",03/10/2014,TONER CARTRIDGE YELLOW HP CE272A,Regeneration Enterprise and Sk
PO00030545,OFFICE DEPOT UK LIMITED,"1,737.10",03/10/2014,TONER CARTRIDGE MAGENTA HP CE273A,Regeneration Enterprise and Sk
PO00030553,KEEGANS LIMITED,"23,600.00",03/10/2014,"QS Services - St Mary Magdeline temporary school, Greenwich Peninsula",Capital Modernisation
PO00030555,BIRCHCROFT INTEGRATED SERVICES LTD,"900,000.00",03/10/2014,"measured term contract repair, minor works, cyclical planned maintenance and condition assessment reporting to fixed electrical systems 2014-17 for corporate properties and education establishments contract id 053782
",Regeneration Enterprise Skills
