Reference Number,Supplier Name,Value,Purchase Order Date,Description of Goods or Services,Local Authority Department
PO00041207,MEANTIME NOMINEE 1 LTD & MEANTIME NOMINE,"3,816.41",04/01/2016,"DRES Ref: 6946. Insurance recharge 2015-2016 from 14/07/15 - 13/07/16.
Req dated 15.12.15",Regeneration Enterprise and Sk
PO00041207,MEANTIME NOMINEE 1 LTD & MEANTIME NOMINE,"3,816.41",04/01/2016,"DRES Ref: 6946. Insurance recharge 2015-2016 from 14/07/15 - 13/07/16.
Req dated 15.12.15",Regeneration Enterprise and Sk
PO00041209,ELEANOR NURSING AND SOCIAL CARE LTD,"9,538.08",04/01/2016,"eleanor nursing to provide 2 agency workers to support tenants in the 4 sheltered housing schemes during lift replacement works (15.12.15 to 7.2.16). set cost of AOPS approved agency charge 12.82 per hour. 3576.78 over 3 week period per scheme. lift renewal works at sheletered housing scheme - Garnett Close exempt under B24 req dated 8.12.15",Capital Housing Revenue Acc
PO00041210,REAL GROUP UK LTD,"22,800.00",04/01/2016,"maximum of 48 days locum EP service @475 per day req dated 30.11.15",Childrens Services
PO00041212,R & P PSYCHOLOGY ASSESSMENT & TRAINING L,"33,600.00",04/01/2016,maximum of 84 days locum EP service @400 per day 1.9.15 - 13.8.16 ,Childrens Services
PO00041212,R & P PSYCHOLOGY ASSESSMENT & TRAINING L,500.00,04/01/2016,car alowance (petrol),Childrens Services
PO00041212,R & P PSYCHOLOGY ASSESSMENT & TRAINING L,500.00,04/01/2016,"car parking 

req dated 12.10.15",Childrens Services
PO00041213,EAST,"5,000.00",04/01/2016,"DRES Ref: 6847 - To provide architecture services to consider shading in and seating in Cutty Sark Gardens upto the value of 5,000 
Req dated 8.12.15",Regeneration Enterprise and Sk
PO00041217,ERGO CONSULTING LTD,"31,500.00",04/01/2016,"Commissioning Support for Genitourinary Medicine (GUM), Contraception & Sexual Health
A4 Req dated 3.12.15",Adult and Older People
PO00041222,MEANTIME NOMINEE 1 LTD & MEANTIME NOMINE,"3,690.61",04/01/2016,"DRES Ref: 6757 - 6 Mitre Passage (10th & 11th Floors) Electricity bill for period 01-07-15 to 30-09-15
Req dated 2.12.15",Regeneration Enterprise and Sk
PO00041222,MEANTIME NOMINEE 1 LTD & MEANTIME NOMINE,"3,690.62",04/01/2016,"DRES Ref: 6757 - 6 Mitre Passage (10th & 11th Floors) Electricity bill for period 01-07-15 to 30-09-15
Req dated 2.12.15",Regeneration Enterprise and Sk
PO00041224,LOGICALIS UK LIMITED,"6,841.37",04/01/2016,"150 X RSA TOKENS, 36 MONTHS QUOTE - 75416",Chief Executives
PO00041224,LOGICALIS UK LIMITED,20.00,04/01/2016,DELIVERY CHARGE ,Chief Executives
PO00041234,BIRD STEVENS MANUFACTURING LTD T/A VARIA,"5,061.87",05/01/2016,"DRES Ref: 6932 Alexander McLeod School, Fuchsia Street London SE2 0QS - To measure up on site, manufacture to suit, supply and install 10no Variaplan low surface temperature radiator guards and 10no Variaplan low surface temperature pipe guards as set out in your quotation dated 9th December 15.Req dated 9.12.15",Planned Maintenance
PO00041235,SOUTH OF ENGLAND FOUNDATION,"282,083.00",05/01/2016,"Contract id 047774 - Universal Youth Provision - Mainstream and Disabled
Payment for Q3 October to December 2015 CACT
Invoice No 5614A4 Req dated 16.12.15",Childrens Services
PO00041236,LIFELINE PROJECT LTD,"5,000.00",05/01/2016,"Lifeline were tasked to re-design the `Give-us-a-buzz` website because the company who previously did this work went into liquidation. Lifeline were able to take this work on at short notice and were best-placed to carry it out because of their connection with drug and alcohol services in the borough. This cost includes ongoing support for the website. Invoice Number 0000007173A4 Req dated 15.12.15",Adult and Older People
PO00041241,PRICEWATERHOUSECOOPERS LLP,"12,580.00",05/01/2016,"Professional Services in relation to the Woolwich Estates Redevelopment Viability from 15th October 2014 to 30th September 2015
Invoice No 1354443424A4 Req dated 2.11.15",Capital Housing Revenue Acc
PO00041243,DRAINAGE REPAIR SPECIALISTS CO,"9,960.00",05/01/2016,"Barnfield Estate - Back-cutting to waste stacks at Kelham House.Req dated 23.12.15",Capital Housing Revenue Acc
PO00041244,PAYE STONEWORK & RESTORATION LTD,"7,389.42",05/01/2016,"DRES Ref: 6735. Supply and carve replacement marble memorial plaque and install bronze plaques as per agreed designs and your quotation dated 3rd November 15. As part of the Woolwich memorial, no work is to commence without the written approval of all risk assessments and method statements relating to the work, confirmation of acceptance of the contractors programme and approval by the Conservation Officer and Contract Administrator of all material samples requestedwithin the specification.Req dated 1.12.15",Planned Maintenance
PO00041277,EXTERION MEDIA  ( UK ) LTD,"26,000.00",06/01/2016,"Posters on buses for 4th stage Domestic Violence Campaign.A4 Req dated 15.12.15",Comm Safety and Environment
PO00041280,HOUSING FOR WOMEN,"55,388.00",06/01/2016,"Payments: Housing for Women - Grant funding from DCLG     
Total for Q4 (2014-15) and Q1-Q4 (2015-16) 
A4 Req dated 23.12.15",Childrens Services
PO00041281,OPUS WATERPROOFING SOLUTIONS LIMITED,"54,435.00",06/01/2016,"DRES Ref: 6901 Brookhill Childrens Centre.
Carry out works as per letter quote dated 14th September 2015 with specification & drawings as per JCT minor works with contractors design contract 2011.A4 Req dated 9.12.15",Modernisation
